FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.272519,272519,"LINESTRING (16.39145037933138 48.21742697149449, 16.391550193169714 48.21748213361496)","5, O",1,Straßenbahn,
OEFFLINIENOGD.272520,272520,"LINESTRING (16.391288029206667 48.21724538673546, 16.391338184544743 48.21732468723644, 16.3913898762213 48.217385934014715, 16.39145037933138 48.21742697149449)",O,1,Straßenbahn,
OEFFLINIENOGD.272474,272474,"LINESTRING (16.377090321257693 48.23912001329455, 16.37704163534284 48.23917237808013, 16.377016736240268 48.23921616929234, 16.376996827422367 48.23926471701224, 16.37699544591074 48.23931849307012, 16.37700260973728 48.239367982642804)",2,1,Straßenbahn,
OEFFLINIENOGD.272475,272475,"LINESTRING (16.372320614184833 48.21622230008779, 16.372355238648783 48.21628065510004, 16.37236012805424 48.21634450533132, 16.372325592030016 48.2164116954666, 16.372269638970806 48.21644912480917, 16.372177349971285 48.21648224878265, 16.372075222796752 48.21649433165357, 16.37196164829542 48.216493287919626, 16.37184956090609 48.21650213613916, 16.371684878744148 48.21654076804072, 16.371501040497716 48.21659456005377)","31, U2Z",1,Straßenbahn,
OEFFLINIENOGD.272476,272476,"LINESTRING (16.373829532945713 48.17560812055293, 16.373720668796228 48.17560530083729, 16.373620334784306 48.175589629550466, 16.373539193327687 48.17554968089167, 16.373468712587776 48.17549402376345)",11,1,Straßenbahn,
OEFFLINIENOGD.272477,272477,"LINESTRING (16.376624961758854 48.1867897521862, 16.376458398062073 48.18674698036394, 16.37620142413094 48.18666854742208, 16.375654743021975 48.18649596636528, 16.373749975504015 48.185916540511435)",18,1,Straßenbahn,
OEFFLINIENOGD.272478,272478,"LINESTRING (16.355013372377137 48.2509378594797, 16.35506149884758 48.251015183686974, 16.355132781539343 48.25108655507812, 16.355195152446836 48.2511460308607, 16.35526821968411 48.25122453973542, 16.355311001366847 48.25129948513577, 16.35534668206 48.251441056574265, 16.355446584392226 48.251819370937895, 16.355603566440326 48.25239279003585, 16.3556125103718 48.2524879666297, 16.35562144619733 48.25256172783389, 16.355653533338156 48.25261882889443, 16.355715902624 48.25266759623506, 16.355790735238493 48.25269613761521, 16.35594038236592 48.25270919876274, 16.357005722226216 48.252778013827125, 16.35711082510164 48.25277085593533, 16.357217699731972 48.25273990444556, 16.35726577826297 48.252688737184805, 16.357303167682147 48.25263519318402, 16.357326269256315 48.25249956053032, 16.35741146308209 48.25173574388938)",37,1,Straßenbahn,
OEFFLINIENOGD.272479,272479,"LINESTRING (16.35741146308209 48.25173574388938, 16.35744519379511 48.25145734293592, 16.35744871876057 48.25136573353845, 16.357405934392663 48.25129197872881, 16.357323968380015 48.25123964562532, 16.357209947404762 48.251213492914054, 16.35697835051642 48.25118022270318, 16.355971801575322 48.25103525491121, 16.355838190629065 48.25101981146522, 16.355699238874962 48.251013887125836, 16.35552109939465 48.2510151070991, 16.355353652961742 48.25102703225685, 16.35525746049322 48.251036565751804, 16.35516838916357 48.251033011151634, 16.355086434642264 48.25100447143184, 16.355013372377137 48.2509378594797)",37,1,Straßenbahn,
OEFFLINIENOGD.272480,272480,"LINESTRING (16.354195771252172 48.22455498015846, 16.354135921621012 48.224481939627424, 16.354112756594457 48.22442840586688, 16.354073542672594 48.22430705962418, 16.35388462074532 48.22375029685996, 16.353734908037744 48.223298223828344, 16.35346760538806 48.22259632474962, 16.35338257027175 48.22238574023668)","33, 37, 38, 5",1,Straßenbahn,
OEFFLINIENOGD.272481,272481,"LINESTRING (16.353432343311567 48.22215635315214, 16.353395325469698 48.222196333481754, 16.353373975117698 48.222239166790956, 16.353359745423624 48.222281999029036, 16.353362613995117 48.22234005778486, 16.35338257027175 48.22238574023668)","37, 38",1,Straßenbahn,
OEFFLINIENOGD.272482,272482,"LINESTRING (16.353432343311567 48.22215635315214, 16.35317768949667 48.2223231466634, 16.35182723101045 48.22320187179143, 16.351156592911757 48.22363534350869, 16.350508008956538 48.22404515642265, 16.349783793591072 48.22451816713339)","40, 41, 42",1,Straßenbahn,
OEFFLINIENOGD.272483,272483,"LINESTRING (16.32639784162424 48.21327916167552, 16.32644055954911 48.21330105566148, 16.32646832598812 48.21332009393041, 16.326492528648288 48.21335007663274, 16.32650605389037 48.21337434864622, 16.32651475186516 48.21342384081762)",9,1,Straßenbahn,
OEFFLINIENOGD.272484,272484,"LINESTRING (16.36359420196143 48.16588386936079, 16.36358881104893 48.1657803633163, 16.3636005238206 48.165663779643026)",11,1,Straßenbahn,
OEFFLINIENOGD.272485,272485,"LINESTRING (16.326852350428315 48.21335391216312, 16.32632161601375 48.213258254972146)",44,1,Straßenbahn,
OEFFLINIENOGD.272486,272486,"LINESTRING (16.325756106687166 48.231480079690535, 16.326225939932918 48.231410640685944)",40,1,Straßenbahn,
OEFFLINIENOGD.272487,272487,"LINESTRING (16.325756106687166 48.231480079690535, 16.325844298425427 48.23148183948618, 16.325910539491908 48.23149326673609, 16.32596716267973 48.231513259105235, 16.32601950929399 48.231541103018884, 16.326052624807474 48.231576084013504, 16.32606350074936 48.231597651519145)",40,1,Straßenbahn,
OEFFLINIENOGD.272488,272488,"LINESTRING (16.326225939932918 48.231410640685944, 16.326168043323612 48.231432613226055, 16.326127436918945 48.23146044899947, 16.326094308537275 48.23149827953614, 16.326075069909724 48.231536825337336, 16.326064378343943 48.23157037437168, 16.32606350074936 48.231597651519145)",9,1,Straßenbahn,
OEFFLINIENOGD.272489,272489,"LINESTRING (16.420007843390177 48.29712419077793, 16.420547181524974 48.29807922101968)","30, 31",1,Straßenbahn,
OEFFLINIENOGD.272490,272490,"LINESTRING (16.454265462139542 48.24741579957978, 16.455000393587156 48.247088709162625, 16.455273730372515 48.24697421312734, 16.455760658814476 48.246792869485276, 16.456390000308044 48.24657520802041, 16.457170510003046 48.24641068294644, 16.457812719150926 48.24630070853628, 16.458195556818787 48.24624676467378, 16.458600692021246 48.246197874227924, 16.45897113360323 48.246174636445524, 16.459372931702443 48.24615517067129, 16.45981461138875 48.24612804609078, 16.460153660115864 48.24608770628731, 16.46062637110892 48.24601216279892, 16.462388754261973 48.24559383791948, 16.463255499283807 48.24537238855397, 16.46393041267592 48.24516415282851, 16.46439456599889 48.2450113520649, 16.464870040096983 48.2448280786991, 16.4653075190132 48.24463286895469, 16.467006398731527 48.2437921930606, 16.46818934370074 48.243201927517696, 16.468598509738257 48.24301110118984, 16.470715868238575 48.24218178441926, 16.473444139317536 48.24117284621958)",26,1,Straßenbahn,
OEFFLINIENOGD.272491,272491,"LINESTRING (16.442910702865223 48.250083966340476, 16.44307922101575 48.25008514341164, 16.443271544569953 48.250054031514324, 16.443411180384874 48.25001194105622, 16.44358047694619 48.24996185747746, 16.44399780420503 48.24985486727446, 16.445078661203805 48.24959778073134, 16.445524125045146 48.24949028258069, 16.446003800698925 48.24938774751394, 16.446746338860606 48.24920807717403, 16.447811164910703 48.248936029208444, 16.449109956468025 48.24862487779176, 16.449373427708665 48.24855085583588, 16.44963656391142 48.24849736588559, 16.4499165246639 48.248458710885934, 16.4503207901834 48.24841785980388, 16.450676636146067 48.24840163204785, 16.451186062534646 48.24838922639527, 16.45147532150309 48.2483779910259, 16.451738566862815 48.24835338757498, 16.45198430078274 48.248315069512195, 16.452241686903744 48.248259502870404, 16.45289646180042 48.24808043713898, 16.453100505823972 48.248020078112546, 16.453283778107675 48.24793185210155, 16.45357599658904 48.24777489676584, 16.454265462139542 48.24741579957978)",26,1,Straßenbahn,
OEFFLINIENOGD.272492,272492,"LINESTRING (16.473444139317536 48.24117284621958, 16.47396605990619 48.24097938569263, 16.47424692960792 48.24086731570417, 16.474554351334156 48.24074035994363, 16.474903054576732 48.24059907598393, 16.475270284485173 48.24046062387753, 16.475600504348293 48.240335540675034, 16.475892299355575 48.240227635225835, 16.476124327719834 48.24014835603764, 16.4762666952147 48.240106304109226, 16.476404319441837 48.24007554422223, 16.47657092816086 48.240041076859974, 16.47676637355666 48.240003036974734, 16.476924425899103 48.239963550582566, 16.477529709317274 48.2397393778523, 16.477653556512962 48.23969925083163, 16.47775183931087 48.239688421650264, 16.477884394726836 48.23970610436162, 16.478007421335057 48.239755921392806, 16.47810578584314 48.23983931867684, 16.47874968360687 48.2405346293326, 16.478859601740456 48.24060873157613, 16.47899225333049 48.24065996281483, 16.47913339977477 48.240691196011774, 16.47927874782333 48.2406967258169, 16.47941406675945 48.240682280612525, 16.479579205802892 48.24063163021189, 16.48067831604803 48.24020050153591, 16.480789484444273 48.24014860872062, 16.48107925441536 48.239959077808685, 16.48124293282751 48.23989700552305, 16.48143803148486 48.23986154366998, 16.481620411921288 48.239863216900396, 16.481805314924884 48.23989890332226, 16.483179232743737 48.240263836691035, 16.48332141956414 48.240285069306545, 16.483419698882738 48.240273522127495, 16.483515773943747 48.24023842097398, 16.483578725115514 48.2402047903368, 16.48364159135494 48.24014117833513, 16.48442680756888 48.238813303769675, 16.48463545566608 48.238384465622495, 16.48470145641727 48.23829713306871, 16.484769894979767 48.2382530248217, 16.48485882696906 48.23821305386774, 16.485808824261085 48.237859067401125, 16.48817726535238 48.23697679138981, 16.488281822152437 48.23692240083657, 16.488403369436853 48.23683229736199, 16.488497078578014 48.236723669629704, 16.488543716742864 48.23659654590036, 16.488556161710637 48.23646946658331, 16.48850447377365 48.23633533438315, 16.48816884159013 48.23557625791274, 16.487507009328063 48.23434683611621, 16.487108248899137 48.23348778392957)",26,1,Straßenbahn,
OEFFLINIENOGD.272493,272493,"LINESTRING (16.304241268821148 48.18787851225527, 16.304298198700504 48.187983117757426, 16.30437110359219 48.188050953337964, 16.304431577362344 48.18808428283354, 16.304504416759226 48.18811481879853, 16.304540708128485 48.188123394849754, 16.30467676341906 48.18813324109798)",60,1,Straßenbahn,
OEFFLINIENOGD.272473,272473,"LINESTRING (16.399584308096056 48.25782953956833, 16.399691439626086 48.257762693727635, 16.399736261178997 48.257701279054416, 16.399753254960878 48.257612754646146, 16.39970611921728 48.25753140446469, 16.399642358428974 48.25745352041064)","30, 31",1,Straßenbahn,
OEFFLINIENOGD.272281,272281,"LINESTRING (16.304952494214373 48.20879065324776, 16.30490718353043 48.20866393458308, 16.304888528905124 48.20860622811916, 16.304888565087513 48.208546741578246, 16.304904609358367 48.20850510553117, 16.304939342530275 48.20846466345719, 16.30500878708295 48.20841947336092, 16.30508890062756 48.20839034619578, 16.3052108373288 48.20837015330344, 16.305325653388625 48.208352933331085, 16.30600972420001 48.208255073205244, 16.307267960141633 48.20805871424993, 16.308564663530916 48.20786675742642, 16.30903148000064 48.20778954559779, 16.309128324262122 48.20775625569609, 16.30920524212884 48.20770582986092, 16.309232329936197 48.20764111468814, 16.30923522156608 48.20755831028104, 16.30915560712837 48.20732034537924, 16.309117229315337 48.20719184571325, 16.309104470305797 48.207085242458504, 16.30909028289322 48.206988157290695, 16.309059017525804 48.20687203214565, 16.308929647535194 48.20648748018958, 16.3087562010173 48.20598584918649, 16.30849319805989 48.205218647142594, 16.30807489213995 48.203986062886834, 16.307555821256138 48.20246406412047, 16.307501099436745 48.20233973080163, 16.307494742750915 48.202248357107464, 16.307535360389423 48.20217698345768, 16.30760800626312 48.202115611919844, 16.30769344918331 48.202084224231974, 16.307872859973266 48.202052858717096, 16.308028783141665 48.202014350155736, 16.30815909014533 48.201954419574186, 16.308922414046062 48.201517625301534, 16.30921563782292 48.2013462833466, 16.30957493456515 48.201131068952066, 16.31084535693415 48.20039166207865, 16.311089587357575 48.20024899293707, 16.311321036508907 48.20010677017715, 16.312047258249113 48.19967956616889, 16.312420474365474 48.19947074082395, 16.312523724151017 48.19939937827859, 16.312571804361674 48.199332762666884, 16.31256650123064 48.199254239854, 16.312509594419964 48.199167377813794, 16.312456235452327 48.19910312096961, 16.312410006969472 48.19901388146651, 16.31238266757919 48.19887015583762, 16.312272622458988 48.198145367313074, 16.312004697034315 48.196639483770035, 16.31183875536463 48.19568283798389, 16.31166167651262 48.194682302410065, 16.311454180091573 48.19345584959478, 16.311455880220393 48.193405475206326, 16.31147619272552 48.19335051375994, 16.311513580888217 48.19330626332316, 16.311571250990422 48.193267728817844, 16.311644579453716 48.19324183492575)",10,1,Straßenbahn,
OEFFLINIENOGD.272282,272282,"LINESTRING (16.406574935797178 48.19456376983028, 16.406825175408123 48.194504890354764, 16.40720888912948 48.19428216094878)",18,1,Straßenbahn,
OEFFLINIENOGD.272283,272283,"LINESTRING (16.35998100241315 48.208436986317444, 16.359702855957874 48.20749811460381, 16.359662173987243 48.207388675435745, 16.359597399078925 48.20725711784647, 16.359564403788585 48.207185808329626, 16.35954351957878 48.20711944260874, 16.35954577972976 48.207060086885065, 16.35956539880794 48.207007562472405, 16.35959780491776 48.20696744609295, 16.359641648361784 48.20693038506125, 16.359989450291582 48.20666950996924, 16.36341590109597 48.204093807844664, 16.364070137870733 48.203598843377684, 16.364172348536606 48.203536765225515, 16.364265154178103 48.20349744214903, 16.364367382496685 48.20346827903054, 16.364473515645695 48.203445500049995, 16.36907962730505 48.20240987115218, 16.369422205921197 48.20233311417754)","1, 2, 71, D, U2Z",1,Straßenbahn,
OEFFLINIENOGD.272284,272284,"LINESTRING (16.359637899548648 48.208734515804515, 16.359783729363247 48.20869590498563, 16.3598683433581 48.20866297236475, 16.35992227867101 48.20862527962765, 16.359955224829708 48.208587591216265, 16.359978617517264 48.20854837592985, 16.359988012127438 48.208497652222995, 16.35998100241315 48.208436986317444)",2,1,Straßenbahn,
OEFFLINIENOGD.272285,272285,"LINESTRING (16.35881209809543 48.20565380901952, 16.359279135261495 48.20590244332424)",49,1,Straßenbahn,
OEFFLINIENOGD.272286,272286,"LINESTRING (16.358614532656365 48.20642335747952, 16.358539783002975 48.20637230585602, 16.35850397037619 48.20631466627186, 16.3585001213537 48.20624394701312, 16.358499766016802 48.20623741530432, 16.35854184857749 48.206172745834884, 16.358879019808114 48.205905940611764, 16.358917878847244 48.20585512120313, 16.35893050049226 48.20579891105268, 16.35890733502756 48.20574270799549, 16.358862777354343 48.205684800452104, 16.35881209809543 48.20565380901952)",49,1,Straßenbahn,
OEFFLINIENOGD.272287,272287,"LINESTRING (16.37134320918302 48.202008192053306, 16.370092956415686 48.20228996633055, 16.369875051636875 48.20233868386382, 16.369741758131706 48.202376494471665, 16.369657966647377 48.202407365713285, 16.3695570898493 48.202438241862346, 16.369451096383298 48.20246228455164, 16.368043577566308 48.20277789652918, 16.367902199470766 48.2027990697723, 16.367774001787943 48.20281466341295, 16.36765589793578 48.20283699906463, 16.364512181241604 48.20354495560656, 16.36438937382586 48.20358212788561, 16.36430841007998 48.20362711389326, 16.364234308971913 48.20367506593117, 16.364123769479058 48.2037598990294, 16.36396575328698 48.20387019435612, 16.363831533630183 48.2039523349331, 16.363701885943154 48.20403123669433, 16.362048962088743 48.20527322592028, 16.35996006843322 48.20684731206658, 16.359889055599556 48.20690074650194, 16.35981723856467 48.2069611058395, 16.359775560050018 48.20702460656499, 16.359754734608877 48.20708648421186, 16.359759477726932 48.2071607672482, 16.360124533582102 48.20840805134611)","1, 2, 71, D, U2Z",1,Straßenbahn,
OEFFLINIENOGD.272288,272288,"LINESTRING (16.387231653095835 48.211157442854585, 16.387129231545142 48.211142041584715, 16.38704517212741 48.211099248651266, 16.38700010569412 48.21105753378386, 16.386966939948195 48.210999014309955, 16.386960501392025 48.210902221375626, 16.386773254886357 48.209450888700886, 16.3866188789273 48.20857888415942, 16.38660562173187 48.20850586503685, 16.38659893279919 48.20840793180981, 16.38661699227506 48.20789135330882, 16.386624930949605 48.20761822570418, 16.386624092929686 48.207586929662725, 16.386622691281847 48.2075297333915, 16.386611191357506 48.20746480738365, 16.386593645279515 48.207408247723826, 16.386548227779244 48.20729303570356, 16.38648831682891 48.20718384467893, 16.38634929479678 48.206988313702034, 16.386234875197033 48.20683203354219, 16.38617390345805 48.206729266666095, 16.386116138143993 48.206629354609355, 16.386063712944228 48.20652944020268, 16.385979212574394 48.20638956480576, 16.385892587245447 48.20626111075728, 16.385656268141307 48.20593784436199, 16.38561777841591 48.2058907472351, 16.385557924652886 48.2058372354218, 16.385502349455116 48.205790859661434, 16.385438223666704 48.20573663555737, 16.385386910676917 48.20568026464174, 16.385340931462597 48.205618893885095, 16.3851773296964 48.205394818468385, 16.38513455088827 48.20532844962516, 16.385086426976184 48.20525494511893, 16.38504578281503 48.20518786127003, 16.385004065776478 48.20511435400146, 16.384927639719475 48.2050095020776, 16.384593259337368 48.20454395720783, 16.384578967107142 48.20451050843102, 16.384571807007394 48.20447894522488, 16.384574602467353 48.204447377823634, 16.384583851588086 48.20441158088619, 16.38460601590235 48.204375688570735, 16.384645933772944 48.20433457268924, 16.385496476394675 48.203792458653176, 16.38560593660486 48.203741060273806, 16.385819242627388 48.20367612711456, 16.38611083154842 48.20359641066087, 16.386463866692765 48.20348195272344, 16.38655463576751 48.203441173627965, 16.38665641082791 48.20337448912833, 16.386769326208622 48.203281899135206, 16.38687334675873 48.20317375467124, 16.386997616297293 48.20300022038411, 16.38708397610408 48.20285557102873, 16.387165711023982 48.202660201847124, 16.387213461903354 48.20251763796068, 16.387257825397445 48.20235106363488, 16.387293421591867 48.20216174031794, 16.3873212695935 48.201892290754294, 16.387381952874605 48.20136409129025, 16.387428578383844 48.20090460630901, 16.387459513505917 48.2002256034716, 16.387457548424997 48.19987846555536, 16.387394047318352 48.19901712733657, 16.3873322822233 48.19846892635281, 16.387306456382206 48.19826811080601, 16.38728920578663 48.19810060417591, 16.387254768378472 48.197829361005894, 16.38723895075249 48.197671371260626, 16.387223167691047 48.197546694241844, 16.38721168262987 48.19745056883639, 16.38718308950873 48.19732970523488, 16.387145941013596 48.19719361627207, 16.387075943905998 48.19695284527874, 16.387027386830027 48.19679677385195, 16.386981699911466 48.196664495440935, 16.3869103244071 48.19646750761735, 16.3867547481268 48.19605735592977, 16.386703364923168 48.19592127306104, 16.386671931852362 48.195806121256695, 16.38664333571467 48.19567859439628, 16.386617574755128 48.195539644866045, 16.386558819153933 48.19514372705764, 16.386525832170562 48.19489437334153, 16.386511521457216 48.19481728505398, 16.386492935048814 48.19473639179766, 16.386452941780078 48.19459935141139, 16.386410089079707 48.194449940255836, 16.38638006789361 48.19432035177268)",O,1,Straßenbahn,
OEFFLINIENOGD.272289,272289,"LINESTRING (16.360124533582102 48.20840805134611, 16.360137741172558 48.20845553278865, 16.360145298522625 48.20850436439252, 16.360136038401667 48.208554638423124, 16.360112513469396 48.20859853024318, 16.360078716848076 48.20863281044661, 16.360050248134506 48.20865542172889, 16.36002334347126 48.20867076435927, 16.35994585685537 48.20869587151736, 16.359637899548648 48.208734515804515)",2,1,Straßenbahn,
OEFFLINIENOGD.272290,272290,"LINESTRING (16.405865609041996 48.20948415098854, 16.405766445014336 48.20948241244955, 16.405654196888264 48.209456310115755, 16.4055836421757 48.2094180416481, 16.40533011833625 48.20919138554432, 16.405303945761663 48.209139060760066, 16.405288248984053 48.20907270024667, 16.405321821086893 48.208825006788324, 16.405342417108294 48.20863307908463, 16.40539057212276 48.20842440738274)",1,1,Straßenbahn,
OEFFLINIENOGD.272291,272291,"LINESTRING (16.306480223205146 48.213271446034646, 16.306320996517798 48.21280883806903, 16.30611346060777 48.2121644257194, 16.305679884144972 48.21088797034236, 16.305395579378498 48.21005889008333, 16.305375258496785 48.20998908738963, 16.30535608004059 48.20991246364175, 16.30534259386564 48.20984345597155, 16.30533195012537 48.20978444232404, 16.30530565836948 48.20969639527248, 16.305261738283356 48.209563466424164, 16.305132916870242 48.20918866726525, 16.30509204514069 48.209078010868666, 16.305056484580465 48.209015540659195)","10, 46",1,Straßenbahn,
OEFFLINIENOGD.272292,272292,"LINESTRING (16.343649593831792 48.21065511160886, 16.34377881986996 48.210642254477946, 16.343937948979708 48.21062439764499, 16.34406289988563 48.2106008322624, 16.344197463194558 48.21057012815423, 16.344766710232687 48.21044179857673, 16.345508456554775 48.210282650471015, 16.34574875314139 48.210232628336115, 16.34693973173096 48.20997064006275, 16.347849374622303 48.20978295243532, 16.348764404042704 48.209641032491156, 16.349137949377607 48.20959605982376, 16.349527745406405 48.209532959118654, 16.349846351976165 48.20951269580605, 16.350613496732826 48.20945192539061, 16.35141624277307 48.2094018533529, 16.352202158324793 48.20936981755987, 16.354466075318598 48.20923222791507, 16.35471526640523 48.20922623889166, 16.355007182231677 48.2092368986612, 16.35518300668991 48.20923608275325, 16.35566494730063 48.20921774564766, 16.35619410852601 48.209186537988955, 16.35684111132903 48.20910368565365, 16.3577543630029 48.20898147954369, 16.359637899548648 48.208734515804515)",2,1,Straßenbahn,
OEFFLINIENOGD.272293,272293,"LINESTRING (16.389834661176636 48.21099092786126, 16.390005502771942 48.210953728434646, 16.390110106175992 48.21089514432671, 16.390193346491582 48.2108351429471, 16.390276374321026 48.21076266172053, 16.390453790268104 48.21058163451689, 16.39080242300452 48.21021382655988, 16.3913905144176 48.20969032000985, 16.39183294307265 48.209349443404626, 16.392238806171363 48.209042397429954, 16.392811996357675 48.20857446886854, 16.392979161651265 48.208385528717024, 16.393290942783096 48.20793850101243, 16.393543180324993 48.20754887892875, 16.393932685192294 48.2069545016003, 16.393982778547446 48.20687416692945, 16.394043469935635 48.20676675729793, 16.394653900000232 48.20583897707511, 16.394706893815496 48.20578402577015, 16.39477358907589 48.205742231733836, 16.394877141262622 48.205712554288255, 16.394970583119452 48.205712506503886, 16.395468071346084 48.20579251444577, 16.395976532877324 48.20585880075524, 16.396268460023173 48.205888153395065, 16.39805041999674 48.206036757603535, 16.39849161694138 48.2060734812888, 16.398955150374302 48.20611216958646, 16.399358268236647 48.2061441443388, 16.400579734362886 48.20624086271496, 16.40079867775539 48.20627905090413, 16.40110084161959 48.20637636708706, 16.401294504969073 48.20642437122761, 16.401475767230007 48.206453676186506, 16.403803415703575 48.2066394786335, 16.404111707441874 48.206684802462966, 16.404352615525 48.20674563381311, 16.404586301290838 48.206838215034225, 16.40484940263585 48.20699418041857, 16.40503205965299 48.20715756787723, 16.40516739834794 48.207350211435326, 16.405280794551814 48.20753315534816, 16.405349464006854 48.20777197398375, 16.40539057212276 48.20842440738274)",1,1,Straßenbahn,
OEFFLINIENOGD.272294,272294,"LINESTRING (16.340681652412247 48.210972925752145, 16.34218339042038 48.210819139069784, 16.343657185210922 48.21065527568805)","2, 33, 5",1,Straßenbahn,
OEFFLINIENOGD.272295,272295,"LINESTRING (16.339692965076274 48.21107881707301, 16.340681652412247 48.210972925752145)","2, 33",1,Straßenbahn,
OEFFLINIENOGD.272296,272296,"LINESTRING (16.387231653095835 48.211157442854585, 16.3878510386408 48.21111118627742, 16.388294901396634 48.211087333590626, 16.389834661176636 48.21099092786126)","1, O",1,Straßenbahn,
OEFFLINIENOGD.272297,272297,"LINESTRING (16.338849634062733 48.21117818545712, 16.338850690373917 48.21097632461734, 16.338851898517856 48.210745252002724, 16.33888714676862 48.21066853903044, 16.338966663804133 48.21062330121985, 16.339078473628152 48.21059182215147, 16.339172659405154 48.210597665289164, 16.33925218086067 48.21063111792232, 16.3393228235362 48.21068822290539, 16.33935512241073 48.21079443188506, 16.339378677191025 48.210926181833614, 16.339405186970374 48.210975373971415, 16.33948175043837 48.21103050017723, 16.339570018370832 48.21105999531801, 16.339692965076274 48.21107881707301)",33,1,Straßenbahn,
OEFFLINIENOGD.272298,272298,"LINESTRING (16.383223226146 48.21122334186088, 16.384753966103304 48.211128793925674, 16.384923422642903 48.211127770652936, 16.385081504334007 48.21114388404965, 16.385634091267946 48.211216934962046, 16.38575514277135 48.21122830416087, 16.385921758951426 48.211233942816584, 16.38702602695413 48.211172798249095, 16.387231653095835 48.211157442854585)",1,1,Straßenbahn,
OEFFLINIENOGD.272299,272299,"LINESTRING (16.3828326400146 48.211244365441225, 16.383223226146 48.21122334186088)",1,1,Straßenbahn,
OEFFLINIENOGD.272300,272300,"LINESTRING (16.376923548073712 48.211806261638536, 16.376842703219445 48.21183398939468, 16.376768998458402 48.21187286615609, 16.376705531486333 48.21192666799304, 16.376685410918515 48.211954761799326, 16.376666553745807 48.21198109068791, 16.376635667128284 48.21205826335031, 16.376639759584076 48.212129038502404, 16.376655152312143 48.21219684191047, 16.37669262502122 48.212281005176955)",2,1,Straßenbahn,
OEFFLINIENOGD.272301,272301,"LINESTRING (16.37109670588487 48.21671251002826, 16.371182335465036 48.21663085441574, 16.371318703106237 48.21651012392456, 16.37151694749697 48.21635618930695, 16.37166205464689 48.21622718196168, 16.373521286512936 48.21448415814614, 16.373653311592577 48.21432862252804, 16.373761526797917 48.214184066266526, 16.37396384799411 48.21392391621035, 16.374041293614997 48.213841872614374, 16.374619088463508 48.213300469167706, 16.37467770404263 48.21323174139004, 16.37471533068515 48.21316589845534, 16.374812710058762 48.212933930784665, 16.374854502274193 48.21286107169347, 16.374925347195358 48.21277318412123, 16.37501800527803 48.21270552385745, 16.375602666033267 48.21237392471207, 16.37592868705205 48.21219196954118, 16.376143488910795 48.21208649451956, 16.376368658241862 48.21199081807014, 16.37667454798468 48.21188099339474, 16.376923548073712 48.211806261638536)",1,1,Straßenbahn,
OEFFLINIENOGD.272302,272302,"LINESTRING (16.382137774986287 48.21126035404684, 16.382160564679104 48.211259475281146, 16.38226951625818 48.211257025924866, 16.3828326400146 48.211244365441225)",1,1,Straßenbahn,
OEFFLINIENOGD.272303,272303,"LINESTRING (16.376923548073712 48.211806261638536, 16.37701861182665 48.21178109543299, 16.377166896350758 48.21174183938196, 16.37719058085078 48.21173556985003, 16.377322823934627 48.21170674425962, 16.37787117899607 48.211601955401456, 16.37823132172955 48.211533205859176, 16.378442136046836 48.21149634622083, 16.378668157661494 48.21146325772057, 16.378903602621683 48.21143610079231, 16.379989922684896 48.21136644376217, 16.381088218501457 48.21130081873131, 16.382137774986287 48.21126035404684)","1, 2",1,Straßenbahn,
OEFFLINIENOGD.272304,272304,"LINESTRING (16.382076278902133 48.211291639954325, 16.381081649280723 48.21132807074204, 16.379224916262388 48.21143786938069, 16.37899000885041 48.2114640375129, 16.378828510702938 48.21149193699896, 16.37831707277843 48.21159590479813)","1, 2",1,Straßenbahn,
OEFFLINIENOGD.272305,272305,"LINESTRING (16.37831707277843 48.21159590479813, 16.377773984004275 48.21170927969781, 16.377292358778128 48.211804691276576, 16.376685410918515 48.211954761799326, 16.376645819342688 48.21196455048231, 16.376414715929535 48.21204197332984, 16.37614554982853 48.212141172543035, 16.37587034880112 48.212267622647914, 16.375606056803093 48.212408907148394, 16.37510263145551 48.21269281477281, 16.375022336884143 48.212739606669444, 16.37495133443871 48.21279682749943, 16.374890033341934 48.21287185157611, 16.37485993499116 48.212927979366036, 16.37479815035668 48.21307602844014, 16.37473904258894 48.2132055505612, 16.374669814886605 48.21329802400805, 16.374190047066122 48.21374883366445, 16.373994001082448 48.2139399141999, 16.37387098825052 48.214088252693266, 16.373699596282677 48.21432303162282, 16.3736282088847 48.21441091859269, 16.373530059684597 48.214520847590144, 16.37264954230179 48.215346977065515, 16.372112988117433 48.215850046453404, 16.371655493171126 48.216273768803575, 16.371501909465792 48.21640457738901, 16.37130178584372 48.2165657071198, 16.37115270439934 48.216700594072556)",1,1,Straßenbahn,
